filename,speaker,item_code,variableN,rowN,variantN,word,variant
S06_2-5-3_peeling_N,S06,2-5-3,2,5,3,peeling,N
S06_2-6-2_willow_O,S06,2-6-2,2,6,2,willow,O
S06_2-6-3_wheelchair_N,S06,2-6-3,2,6,3,wheelchair,N
S06_2-7-2_wilted_O,S06,2-7-2,2,7,2,wilted,O
S06_2-7-3_wielding_N,S06,2-7-3,2,7,3,wielding,N
S06_2-8-2_stillbirths_O,S06,2-8-2,2,8,2,stillbirths,O
S06_2-8-3_steelworks_N,S06,2-8-3,2,8,3,steelworks,N
S06_2-9-3_dealership_N,S06,2-9-3,2,9,3,dealership,N
S06_2-10-2_willfully_O,S06,2-10-2,2,10,2,willfully,O
S06_2-10-3_wheelbarrow_N,S06,2-10-3,2,10,3,wheelbarrow,N
S06_3-1-3_featherweight_N,S06,3-1-3,3,1,3,featherweight,N
S06_3-2-2_lettering_O,S06,3-2-2,3,2,2,lettering,O
S06_3-2-3_leathery_N,S06,3-2-3,3,2,3,leathery,N
S06_3-3-3_mothership_N,S06,3-3-3,3,3,3,mothership,N
S06_3-4-2_wordiness_O,S06,3-4-2,3,4,2,wordiness,O
S06_3-4-3_worthiest_N,S06,3-4-3,3,4,3,worthiest,N
S06_3-5-3_otherness_N,S06,3-5-3,3,5,3,otherness,N
S06_3-6-2_header_O,S06,3-6-2,3,6,2,header,O
S06_3-6-3_heathers_N,S06,3-6-3,3,6,3,heathers,N
S06_3-7-2_laddered_O,S06,3-7-2,3,7,2,laddered,O
S06_3-7-3_lathers_N,S06,3-7-3,3,7,3,lathers,N
S06_3-8-3_othered_N,S06,3-8-3,3,8,3,othered,N
S06_3-9-2_fodder_O,S06,3-9-2,3,9,2,fodder,O
S06_3-9-3_fathered_N,S06,3-9-3,3,9,3,fathered,N
S06_3-10-2_wetter_O,S06,3-10-2,3,10,2,wetter,O
S06_3-10-3_weathered_N,S06,3-10-3,3,10,3,weathered,N
S06_4-1-2_coldest_O,S06,4-1-2,4,1,2,coldest,O
S06_4-1-3_coding_N,S06,4-1-3,4,1,3,coding,N
S06_4-2-3_goaded_N,S06,4-2-3,4,2,3,goaded,N
S06_4-3-3_hoses_N,S06,4-3-3,4,3,3,hoses,N
S06_4-4-3_modem_N,S06,4-4-3,4,4,3,modem,N
S06_4-5-3_posers_N,S06,4-5-3,4,5,3,posers,N
S06_4-6-3_robot_N,S06,4-6-3,4,6,3,robot,N
S06_4-8-3_soda_N,S06,4-8-3,4,8,3,soda,N
S06_4-9-3_podium_N,S06,4-9-3,4,9,3,podium,N
S06_4-10-3_soberness_N,S06,4-10-3,4,10,3,soberness,N
S06_5-1-2_keeling_O,S06,5-1-2,5,1,2,keeling,O
S06_5-1-3_kudo_N,S06,5-1-3,5,1,3,kudo,N
S06_5-2-2_meanest_O,S06,5-2-2,5,2,2,meanest,O
S06_5-2-3_moody_N,S06,5-2-3,5,2,3,moody,N
S06_5-3-2_needless_O,S06,5-3-2,5,3,2,needless,O
S06_5-3-3_noodle_N,S06,5-3-3,5,3,3,noodle,N
S06_5-4-3_rudeness_N,S06,5-4-3,5,4,3,rudeness,N
S06_5-5-3_brooding_N,S06,5-5-3,5,5,3,brooding,N
S06_5-6-2_preening_O,S06,5-6-2,5,6,2,preening,O
S06_5-6-3_prudish_N,S06,5-6-3,5,6,3,prudish,N
S06_5-7-2_stealing_O,S06,5-7-2,5,7,2,stealing,O
S06_5-7-3_students_N,S06,5-7-3,5,7,3,students,N
S06_5-8-2_schemer_O,S06,5-8-2,5,8,2,schemer,O
S06_5-8-3_scooted_N,S06,5-8-3,5,8,3,scooted,N
S06_5-9-2_seediest_O,S06,5-9-2,5,9,2,seediest,O
S06_5-9-3_soothingly_N,S06,5-9-3,5,9,3,soothingly,N
S06_5-10-2_steamroller_O,S06,5-10-2,5,10,2,steamroller,O
S06_5-10-3_studious_N,S06,5-10-3,5,10,3,studious,N
S06_6-1-3_candied_N,S06,6-1-3,6,1,3,candied,N
S06_6-2-2_chinos_O,S06,6-2-2,6,2,2,chinos,O
S06_6-2-3_channeled_N,S06,6-2-3,6,2,3,channeled,N
S06_6-3-2_dealer_O,S06,6-3-2,6,3,2,dealer,O
S06_6-3-3_dancer_N,S06,6-3-3,6,3,3,dancer,N
S06_6-4-2_feelings_O,S06,6-4-2,6,4,2,feelings,O
S06_6-4-3_fancy_N,S06,6-4-3,6,4,3,fancy,N
S06_6-5-2_teething_O,S06,6-5-2,6,5,2,teething,O
S06_6-5-3_tantrums_N,S06,6-5-3,6,5,3,tantrums,N
S06_6-6-2_venus_O,S06,6-6-2,6,6,2,venus,O
S06_6-6-3_vanish_N,S06,6-6-3,6,6,3,vanish,N
S06_6-7-2_media_O,S06,6-7-2,6,7,2,media,O
S06_6-7-3_manager_N,S06,6-7-3,6,7,3,manager,N
S06_6-8-2_readership_O,S06,6-8-2,6,8,2,readership,O
S06_6-8-3_randomness_N,S06,6-8-3,6,8,3,randomness,N
S06_6-9-2_beadier_O,S06,6-9-2,6,9,2,beadier,O
S06_6-9-3_banditry_N,S06,6-9-3,6,9,3,banditry,N
S06_6-10-2_scenery_O,S06,6-10-2,6,10,2,scenery,O
S06_6-10-3_sanity_N,S06,6-10-3,6,10,3,sanity,N
S06_7-1-3_battles_N,S06,7-1-3,7,1,3,battles,N
S06_7-2-3_madden_N,S06,7-2-3,7,2,3,madden,N
S06_7-3-3_padding_N,S06,7-3-3,7,3,3,padding,N
S06_7-5-2_shallow_O,S06,7-5-2,7,5,2,shallow,O
S06_7-5-3_shattered_N,S06,7-5-3,7,5,3,shattered,N
S06_7-6-3_tatters_N,S06,7-6-3,7,6,3,tatters,N
S06_7-7-2_balcony_O,S06,7-7-2,7,7,2,balcony,O
S06_7-7-3_battery_N,S06,7-7-3,7,7,3,battery,N
S06_7-8-2_galleries_O,S06,7-8-2,7,8,2,galleries,O
S06_7-8-3_gatherings_N,S06,7-8-3,7,8,3,gatherings,N
S06_7-9-2_tallying_O,S06,7-9-2,7,9,2,tallying,O
S06_7-9-3_tattletales_N,S06,7-9-3,7,9,3,tattletales,N
S06_7-10-3_chattering_N,S06,7-10-3,7,10,3,chattering,N
S06_8-1-2_cosign_O,S06,8-1-2,8,1,2,cosign,O
S06_8-1-3_coastguard_N,S06,8-1-3,8,1,3,coastguard,N
S06_8-2-3_fastball_N,S06,8-2-3,8,2,3,fastball,N
S06_8-4-2_wrestled_O,S06,8-4-2,8,4,2,wrestled,O
S06_8-4-3_restful_N,S06,8-4-3,8,4,3,restful,N
S06_8-5-2_sophomore_O,S06,8-5-2,8,5,2,sophomore,O
S06_8-5-3_softball_N,S06,8-5-3,8,5,3,softball,N
S06_8-6-2_vassal_O,S06,8-6-2,8,6,2,vassal,O
S06_8-6-3_vastly_N,S06,8-6-3,8,6,3,vastly,N
S06_8-7-2_wayside_O,S06,8-7-2,8,7,2,wayside,O
S06_8-7-3_waistline_N,S06,8-7-3,8,7,3,waistline,N
S06_8-8-3_restlessness_N,S06,8-8-3,8,8,3,restlessness,N
S06_8-9-2_whispery_O,S06,8-9-2,8,9,2,whispery,O
S06_8-9-3_wistfulness_N,S06,8-9-3,8,9,3,wistfulness,N
S06_8-10-2_riskiest_O,S06,8-10-2,8,10,2,riskiest,O
S06_8-10-3_wristwatches_N,S06,8-10-3,8,10,3,wristwatches,N
